1       16826   -       0       1       CHH     CHH
1       16834   -       0       1       CHH     CHH
1       16840   -       0       1       CHH     CHH
1       16852   -       0       1       CHH     CHH
1       16853   -       0       1       CHH     CHH
1       16860   -       1       0       CHG     CHG
1       16861   -       0       1       CHH     CHH
1       16863   -       0       1       CHH     CHH
1       16864   -       0       1       CHH     CHH
1       16866   -       0       1       CHH     CHH
1       16877   -       0       1       CHH     CHH
1       16878   -       0       1       CHH     CHH
1       16889   -       1       0       CG      CG
1       16892   -       0       1       CHH     CHH
1       16893   -       0       1       CHH     CHH
1       16895   -       0       1       CHH     CHH
1       16899   -       0       1       CHH     CHH
1       16905   -       1       0       CG      CG
1       16906   -       1       0       CHG     CHG
1       16914   -       0       1       CHH     CHH
1       16920   -       0       1       CHH     CHH
1       16921   -       0       1       CHH     CHH
1       16924   -       0       1       CG      CG
1       16930   -       0       1       CHH     CHH
1       16931   -       0       1       CHH     CHH
1       16940   -       1       0       CG      CG
1       17005   -       0       1       CHH     CHH
1       17013   -       0       1       CHH     CHH
1       17019   -       0       2       CHH     CHH
1       17031   -       0       2       CHH     CHH
1       17032   -       0       2       CHH     CHH
1       17039   -       2       0       CHG     CHG
1       17040   -       0       2       CHH     CHH
1       17042   -       0       2       CHH     CHH
1       17043   -       0       2       CHH     CHH
1       17045   -       0       2       CHH     CHH
1       17056   -       1       1       CHH     CHH
1       17057   -       0       2       CHH     CHH
1       17059   +       0       1       CHH     CHH
1       17066   +       0       1       CHG     CHG
1       17067   +       1       0       CG      CG
1       17068   -       1       1       CG      CG
1       17071   -       0       2       CHH     CHH
1       17072   -       0       2       CHH     CHH
1       17074   +       0       2       CHH     CHH
1       17078   -       0       2       CHH     CHH
1       17079   +       0       2       CHH     CHH
1       17080   +       0       2       CHH     CHH
1       17082   +       0       2       CHH     CHH
1       17085   -       0       2       CHH     CHH
1       17093   -       0       3       CHH     CHH
1       17099   -       0       4       CHH     CHH
1       17100   -       0       4       CHH     CHH
1       17102   +       3       0       CG      CG
1       17103   -       3       1       CG      CG
1       17104   +       0       4       CHH     CHH
1       17106   +       0       4       CHH     CHH
1       17109   -       0       4       CHH     CHH
1       17110   -       0       4       CHH     CHH
1       17111   +       0       4       CHH     CHH
1       17118   +       0       4       CHH     CHH
1       17128   -       0       4       CHH     CHH
1       17129   -       0       4       CHH     CHH
1       17130   -       0       4       CHH     CHH
1       17131   -       0       4       CHH     CHH
1       17132   -       0       4       CHH     CHH
1       17135   -       0       4       CHH     CHH
1       17137   -       0       4       CHH     CHH
1       17139   -       0       5       CHH     CHH
1       17140   -       0       5       CHH     CHH
1       17141   +       0       5       CHH     CHH
1       17142   +       0       5       CHH     CHH
1       17149   +       0       5       CHH     CHH
1       17152   +       1       4       CHH     CHH
1       17154   +       0       6       CHH     CHH
1       17155   +       1       5       CHH     CHH
1       17158   -       0       4       CHH     CHH
1       17160   -       0       4       CHH     CHH
1       17161   -       0       4       CHH     CHH
1       17162   +       0       6       CHH     CHH
1       17164   +       0       6       CHH     CHH
1       17170   +       0       6       CHH     CHH
1       17171   +       0       6       CHH     CHH
1       17173   +       0       7       CHH     CHH
1       17175   +       0       7       CHH     CHH
1       17176   +       0       7       CHH     CHH
1       17177   +       0       7       CHH     CHH
1       17178   +       0       7       CHH     CHH
1       17180   +       0       7       CHH     CHH
1       17185   -       0       4       CHH     CHH
1       17189   +       0       7       CHH     CHH
1       17190   +       0       7       CHH     CHH
1       17193   -       1       3       CHH     CHH
1       17194   +       0       6       CHH     CHH
1       17195   +       0       6       CHH     CHH
1       17199   -       0       3       CHH     CHH
1       17202   +       0       6       CHH     CHH
1       17204   +       0       7       CHH     CHH
1       17208   +       0       6       CHH     CHH
1       17211   -       0       4       CHH     CHH
